match_id,ElapsedTime,SetNo,P1GamesWon,P2GamesWon,SetWinner,GameNo,GameWinner,PointNumber,PointWinner,PointServer,Speed_KMH,Rally,P1Score,P2Score,P1Momentum,P2Momentum,P1PointsWon,P2PointsWon,P1Ace,P2Ace,P1Winner,P2Winner,P1DoubleFault,P2DoubleFault,P1UnfErr,P2UnfErr,P1NetPoint,P2NetPoint,P1NetPointWon,P2NetPointWon,P1BreakPoint,P2BreakPoint,P1BreakPointWon,P2BreakPointWon,P1FirstSrvIn,P2FirstSrvIn,P1FirstSrvWon,P2FirstSrvWon,P1SecondSrvIn,P2SecondSrvIn,P1SecondSrvWon,P2SecondSrvWon,P1ForcedError,P2ForcedError,History,Speed_MPH,P1BreakPointMissed,P2BreakPointMissed,ServeIndicator,Serve_Direction,Winner_FH,Winner_BH,ServingTo,P1TurningPoint,P2TurningPoint,ServeNumber,WinnerType,WinnerShotType
2014-ausopen-1149,0:53:25,2,2,1,0,3,1,74,1,2,161,,0,0,,,43,31,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,,,,,,,,,,,22022,100,1,0,1,,,,,,,,,
2014-ausopen-1149,0:55:38,2,2,1,0,4,0,75,1,1,198,,15,0,,,44,31,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,12010,123,0,0,1,,,,,,,,,
2014-ausopen-1149,0:56:02,2,2,1,0,4,0,76,2,1,0,,15,15,,,44,32,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,15000,0,0,0,1,,,,,,,,,
2014-ausopen-1149,0:56:35,2,2,1,0,4,0,77,1,1,179,,30,15,,,45,32,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,22030,111,0,0,1,,,,,,,,,
2014-ausopen-1149,0:57:00,2,2,1,0,4,0,78,1,1,151,,40,15,,,46,32,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,12410,93,0,0,1,,,,,,,,,
2014-ausopen-1149,0:57:37,2,3,1,0,4,1,79,1,1,213,,0,0,,,47,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,22032,132,0,0,2,,,,,,,,,
2014-ausopen-1149,0:58:13,2,3,1,0,5,0,80,1,2,159,,15,0,,,48,32,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,11010,98,0,0,2,,,,,,,,,
2014-ausopen-1149,0:58:51,2,3,1,0,5,0,81,1,2,184,,30,0,,,49,32,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,22420,114,0,0,2,,,,,,,,,
2014-ausopen-1149,0:59:17,2,3,1,0,5,0,82,2,2,163,,30,15,,,49,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11030,101,0,0,2,,,,,,,,,
2014-ausopen-1149,0:59:39,2,3,1,0,5,0,83,1,2,183,,40,15,,,50,33,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,21020,113,0,0,2,,,,,,,,,
2014-ausopen-1149,1:00:04,2,3,1,0,5,0,84,2,2,167,,40,30,,,50,34,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,,,,,,,,,,,21510,103,1,0,2,,,,,,,,,
2014-ausopen-1149,1:00:36,2,3,1,0,5,0,85,2,2,150,,40,40,,,50,35,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,,,,,,,,,,,11030,93,1,0,2,,,,,,,,,
2014-ausopen-1149,1:01:30,2,3,1,0,5,0,86,1,2,167,,AD,40,,,51,35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,22020,103,0,0,2,,,,,,,,,
2014-ausopen-1149,1:01:59,2,3,1,0,5,0,87,2,2,182,,40,40,,,51,36,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,,12020,113,1,0,2,,,,,,,,,
2014-ausopen-1149,1:02:48,2,3,1,0,5,0,88,1,2,149,,AD,40,,,52,36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12010,92,0,0,2,,,,,,,,,
2014-ausopen-1149,1:03:34,2,3,1,0,5,0,89,2,2,142,,40,40,,,52,37,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,,12020,88,1,0,2,,,,,,,,,
2014-ausopen-1149,1:04:05,2,3,1,0,5,0,90,1,2,168,,AD,40,,,53,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,22030,104,0,0,2,,,,,,,,,
2014-ausopen-1149,1:04:26,2,4,1,0,5,1,91,1,2,179,,0,0,,,54,37,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,11012,111,1,0,1,,,,,,,,,
2014-ausopen-1151,0:00:00,1,0,0,0,1,0,1,1,1,197,,15,0,,,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,12410,122,0,0,1,,,,,,,,,
2014-ausopen-1151,0:00:41,1,0,0,0,1,0,2,1,1,146,,30,0,,,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,22020,90,0,0,1,,,,,,,,,
2014-ausopen-1151,0:01:11,1,0,0,0,1,0,3,2,1,155,,30,15,,,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12020,96,0,0,1,,,,,,,,,
2014-ausopen-1151,0:01:50,1,0,0,0,1,0,4,2,1,192,,30,30,,,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,21010,119,0,0,1,,,,,,,,,
2014-ausopen-1151,0:02:18,1,0,0,0,1,0,5,1,1,177,,40,30,,,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11010,110,0,0,1,,,,,,,,,
2014-ausopen-1151,0:03:03,1,0,0,0,1,0,6,2,1,194,,40,40,,,3,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,22010,120,0,0,1,,,,,,,,,
2014-ausopen-1151,0:03:39,1,0,0,0,1,0,7,2,1,202,,40,AD,,,3,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,12030,125,0,0,1,,,,,,,,,
2014-ausopen-1151,0:04:12,1,0,1,0,1,2,8,2,1,145,,0,0,,,3,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,,,,,,,,,,,12022,90,0,1,2,,,,,,,,,
2014-ausopen-1151,0:05:15,1,0,1,0,2,0,9,2,2,174,,0,15,,,3,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12020,108,0,0,2,,,,,,,,,
2014-ausopen-1151,0:05:31,1,0,1,0,2,0,10,2,2,154,,0,30,,,3,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12020,95,0,0,2,,,,,,,,,
2014-ausopen-1151,0:05:48,1,0,1,0,2,0,11,1,2,0,,15,30,,,4,7,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,25000,0,0,0,2,,,,,,,,,
2014-ausopen-1151,0:06:13,1,0,1,0,2,0,12,2,2,191,,15,40,,,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11030,118,0,0,2,,,,,,,,,
2014-ausopen-1151,0:06:27,1,0,1,0,2,0,13,1,2,194,,30,40,,,5,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,22020,120,0,0,2,,,,,,,,,
2014-ausopen-1151,0:06:54,1,0,1,0,2,0,14,1,2,191,,40,40,,,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,22030,118,0,0,2,,,,,,,,,
2014-ausopen-1151,0:07:32,1,0,1,0,2,0,15,2,2,178,,40,AD,,,6,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21010,110,0,0,2,,,,,,,,,
2014-ausopen-1151,0:07:51,1,0,2,0,2,2,16,2,2,171,,0,0,,,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12032,106,0,0,1,,,,,,,,,
2014-ausopen-1151,0:08:23,1,0,2,0,3,0,17,2,1,171,,0,15,,,6,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11020,106,0,0,1,,,,,,,,,
2014-ausopen-1151,0:08:46,1,0,2,0,3,0,18,1,1,192,,15,15,,,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,22030,119,0,0,1,,,,,,,,,
2014-ausopen-1151,0:09:06,1,0,2,0,3,0,19,1,1,190,,30,15,,,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,22030,118,0,0,1,,,,,,,,,
2014-ausopen-1151,0:09:25,1,0,2,0,3,0,20,1,1,199,,40,15,,,9,11,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,12410,123,0,0,1,,,,,,,,,
2014-ausopen-1151,0:09:49,1,1,2,0,3,1,21,1,1,181,,0,0,,,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21032,112,0,0,2,,,,,,,,,
2014-ausopen-1151,0:11:23,1,1,2,0,4,0,22,2,2,188,,0,15,,,10,12,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,23000,116,0,0,2,,,,,,,,,
2014-ausopen-1151,0:11:36,1,1,2,0,4,0,23,2,2,191,,0,30,,,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12030,118,0,0,2,,,,,,,,,
2014-ausopen-1151,0:11:48,1,1,2,0,4,0,24,1,2,0,,15,30,,,11,13,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,25000,0,0,0,2,,,,,,,,,
2014-ausopen-1151,0:12:10,1,1,2,0,4,0,25,2,2,190,,15,40,,,11,14,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,,,,,,,,,,,21010,118,0,0,2,,,,,,,,,
2014-ausopen-1151,0:12:28,1,1,3,0,4,2,26,2,2,200,,0,0,,,11,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12032,124,0,0,1,,,,,,,,,
2014-ausopen-1151,0:13:15,1,1,3,0,5,0,27,1,1,197,,15,0,,,12,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11010,122,0,0,1,,,,,,,,,
2014-ausopen-1151,0:13:34,1,1,3,0,5,0,28,1,1,187,,30,0,,,13,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21030,116,0,0,1,,,,,,,,,
2014-ausopen-1151,0:13:50,1,1,3,0,5,0,29,2,1,158,,30,15,,,13,16,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,,,,,,,,,,12030,98,0,0,1,,,,,,,,,
2014-ausopen-1151,0:14:51,1,1,3,0,5,0,30,1,1,192,,40,15,,,14,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11010,119,0,0,1,,,,,,,,,
2014-ausopen-1151,0:15:13,1,2,3,0,5,1,31,1,1,167,,0,0,,,15,16,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,11012,103,0,0,2,,,,,,,,,
2014-ausopen-1151,0:17:18,1,2,3,0,6,0,32,2,2,148,,0,15,,,15,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21010,92,0,0,2,,,,,,,,,
2014-ausopen-1151,0:17:50,1,2,3,0,6,0,33,2,2,140,,0,30,,,15,18,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,,,,,,,,,,,12020,87,0,0,2,,,,,,,,,
2014-ausopen-1151,0:18:24,1,2,3,0,6,0,34,2,2,195,,0,40,,,15,19,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,23000,121,0,0,2,,,,,,,,,
2014-ausopen-1151,0:18:40,1,2,4,0,6,2,35,2,2,143,,0,0,,,15,20,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,22012,88,0,0,1,,,,,,,,,
2014-ausopen-1151,0:19:38,1,2,4,0,7,0,36,1,1,163,,15,0,,,16,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21030,101,0,0,1,,,,,,,,,
2014-ausopen-1151,0:19:56,1,2,4,0,7,0,37,2,1,201,,15,15,,,16,21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11020,124,0,0,1,,,,,,,,,
2014-ausopen-1151,0:20:26,1,2,4,0,7,0,38,1,1,195,,30,15,,,17,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,22030,121,0,0,1,,,,,,,,,
2014-ausopen-1151,0:20:48,1,2,4,0,7,0,39,2,1,168,,30,30,,,17,22,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,12420,104,0,0,1,,,,,,,,,
2014-ausopen-1151,0:21:34,1,2,4,0,7,0,40,2,1,178,,30,40,,,17,23,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,22010,110,0,0,1,,,,,,,,,
2014-ausopen-1151,0:22:09,1,2,4,0,7,0,41,1,1,182,,40,40,,,18,23,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,,,,,,,,,,,22030,113,0,1,1,,,,,,,,,
2014-ausopen-1151,0:22:37,1,2,4,0,7,0,42,1,1,187,,AD,40,,,19,23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11010,116,0,0,1,,,,,,,,,
2014-ausopen-1151,0:23:32,1,3,4,0,7,1,43,1,1,188,,0,0,,,20,23,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,11012,116,0,0,2,,,,,,,,,
2014-ausopen-1151,0:25:22,1,3,4,0,8,0,44,2,2,164,,0,15,,,20,24,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,,,,,,,,,,12030,101,0,0,2,,,,,,,,,
2014-ausopen-1151,0:25:39,1,3,4,0,8,0,45,2,2,181,,0,30,,,20,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11030,112,0,0,2,,,,,,,,,
2014-ausopen-1151,0:25:54,1,3,4,0,8,0,46,1,2,144,,15,30,,,21,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11010,89,0,0,2,,,,,,,,,
2014-ausopen-1151,0:26:21,1,3,4,0,8,0,47,2,2,188,,15,40,,,21,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11030,116,0,0,2,,,,,,,,,
2014-ausopen-1151,0:26:34,1,3,5,0,8,2,48,2,2,185,,0,0,,,21,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,23000,115,0,0,1,,,,,,,,,
2014-ausopen-1151,0:27:11,1,3,5,0,9,0,49,1,1,200,,15,0,,,22,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,22030,124,0,0,1,,,,,,,,,
2014-ausopen-1151,0:27:28,1,3,5,0,9,0,50,2,1,173,,15,15,,,22,28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21010,107,0,0,1,,,,,,,,,
2014-ausopen-1151,0:28:04,1,3,5,0,9,0,51,1,1,189,,30,15,,,23,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,22030,117,0,0,1,,,,,,,,,
2014-ausopen-1151,0:28:28,1,3,5,0,9,0,52,2,1,182,,30,30,,,23,29,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,,,,,,,,,,,21410,113,0,0,1,,,,,,,,,
2014-ausopen-1151,0:29:17,1,3,5,0,9,0,53,2,1,0,,30,40,,,23,30,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,15000,0,0,0,1,,,,,,,,,
2014-ausopen-1151,0:29:56,1,3,6,2,9,2,54,2,1,146,,0,0,,,23,31,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,,,,,,,,,,,11023,90,0,1,2,,,,,,,,,
2014-ausopen-1151,0:32:35,2,0,0,0,1,0,55,2,2,162,,0,15,,,23,32,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12020,100,0,0,2,,,,,,,,,
2014-ausopen-1151,0:33:01,2,0,0,0,1,0,56,2,2,175,,0,30,,,23,33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21010,108,0,0,2,,,,,,,,,
2014-ausopen-1151,0:33:35,2,0,0,0,1,0,57,2,2,168,,0,40,,,23,34,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11020,104,0,0,2,,,,,,,,,
2014-ausopen-1151,0:33:54,2,0,1,0,1,2,58,2,2,211,,0,0,,,23,35,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,,,,,,,,,,,22412,131,0,0,1,,,,,,,,,
2014-ausopen-1151,0:34:55,2,0,1,0,2,0,59,1,1,195,,15,0,,,24,35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,22020,121,0,0,1,,,,,,,,,
2014-ausopen-1151,0:35:22,2,0,1,0,2,0,60,1,1,169,,30,0,,,25,35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,22020,105,0,0,1,,,,,,,,,
2014-ausopen-1151,0:36:27,2,0,1,0,2,0,61,1,1,166,,40,0,,,26,35,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,11010,103,0,0,1,,,,,,,,,
2014-ausopen-1151,0:37:22,2,1,1,0,2,1,62,1,1,146,,0,0,,,27,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,22032,90,0,0,2,,,,,,,,,
2014-ausopen-1151,0:38:07,2,1,1,0,3,0,63,2,2,173,,0,15,,,27,36,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,12430,107,0,0,2,,,,,,,,,
2014-ausopen-1151,0:38:32,2,1,1,0,3,0,64,2,2,165,,0,30,,,27,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11030,102,0,0,2,,,,,,,,,
2014-ausopen-1151,0:38:52,2,1,1,0,3,0,65,2,2,174,,0,40,,,27,38,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11020,108,0,0,2,,,,,,,,,
2014-ausopen-1151,0:39:14,2,1,1,0,3,0,66,1,2,187,,15,40,,,28,38,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,21020,116,0,0,2,,,,,,,,,
2014-ausopen-1151,0:39:33,2,1,2,0,3,2,67,2,2,156,,0,0,,,28,39,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11022,97,0,0,1,,,,,,,,,
2014-ausopen-1151,0:41:36,2,1,2,0,4,0,68,2,1,149,,0,15,,,28,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21010,92,0,0,1,,,,,,,,,
2014-ausopen-1151,0:42:13,2,1,2,0,4,0,69,2,1,187,,0,30,,,28,41,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,22010,116,0,0,1,,,,,,,,,
2014-ausopen-1151,0:42:41,2,1,2,0,4,0,70,1,1,183,,15,30,,,29,41,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,,,,,,,,,,,22020,113,0,0,1,,,,,,,,,
2014-ausopen-1151,0:43:06,2,1,2,0,4,0,71,2,1,0,,15,40,,,29,42,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,15000,0,0,0,1,,,,,,,,,
2014-ausopen-1151,0:43:39,2,1,3,0,4,2,72,2,1,197,,0,0,,,29,43,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,,,,,,,,,,,11432,122,0,1,2,,,,,,,,,
2014-ausopen-1151,0:44:43,2,1,3,0,5,0,73,2,2,139,,0,15,,,29,44,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12020,86,0,0,2,,,,,,,,,
2014-ausopen-1151,0:45:04,2,1,3,0,5,0,74,2,2,191,,0,30,,,29,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11030,118,0,0,2,,,,,,,,,
2014-ausopen-1151,0:45:20,2,1,3,0,5,0,75,1,2,141,,15,30,,,30,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21030,87,0,0,2,,,,,,,,,
2014-ausopen-1151,0:45:57,2,1,3,0,5,0,76,1,2,159,,30,30,,,31,45,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,11410,98,0,0,2,,,,,,,,,
2014-ausopen-1151,0:47:06,2,1,3,0,5,0,77,2,2,176,,30,40,,,31,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11030,109,0,0,2,,,,,,,,,
2014-ausopen-1151,0:47:20,2,1,4,0,5,2,78,2,2,167,,0,0,,,31,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11032,103,0,0,1,,,,,,,,,
2014-ausopen-1151,0:49:17,2,1,4,0,6,0,79,1,1,195,,15,0,,,32,47,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12010,121,0,0,1,,,,,,,,,
2014-ausopen-1151,0:49:52,2,1,4,0,6,0,80,2,1,158,,15,15,,,32,48,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11020,98,0,0,1,,,,,,,,,
2014-ausopen-1151,0:50:20,2,1,4,0,6,0,81,1,1,153,,30,15,,,33,48,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,21020,95,0,0,1,,,,,,,,,
2014-ausopen-1151,0:51:26,2,1,4,0,6,0,82,1,1,147,,40,15,,,34,48,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11010,91,0,0,1,,,,,,,,,
2014-ausopen-1151,0:51:57,2,1,4,0,6,0,83,2,1,162,,40,30,,,34,49,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,21010,100,0,0,1,,,,,,,,,
2014-ausopen-1151,0:52:43,2,2,4,0,6,1,84,1,1,148,,0,0,,,35,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,22032,92,0,0,2,,,,,,,,,
2014-ausopen-1151,0:53:17,2,2,4,0,7,0,85,1,2,151,,15,0,,,36,49,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,22020,93,0,0,2,,,,,,,,,
2014-ausopen-1151,0:53:43,2,2,4,0,7,0,86,1,2,164,,30,0,,,37,49,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,22420,101,0,0,2,,,,,,,,,
2014-ausopen-1151,0:54:15,2,2,4,0,7,0,87,1,2,179,,40,0,,,38,49,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,21020,111,0,0,2,,,,,,,,,
2014-ausopen-1151,0:54:53,2,2,4,0,7,0,88,2,2,167,,40,15,,,38,50,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,,11020,103,1,0,2,,,,,,,,,
2014-ausopen-1151,0:55:33,2,3,4,0,7,1,89,1,2,0,,0,0,,,39,50,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,,,,,,,,,,,25000,0,1,0,1,,,,,,,,,
2014-ausopen-1151,0:57:47,2,3,4,0,8,0,90,1,1,145,,15,0,,,40,50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,21020,90,0,0,1,,,,,,,,,
2014-ausopen-1151,0:58:32,2,3,4,0,8,0,91,1,1,190,,30,0,,,41,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,22030,118,0,0,1,,,,,,,,,
2014-ausopen-1151,0:58:53,2,3,4,0,8,0,92,1,1,158,,40,0,,,42,50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,21020,98,0,0,1,,,,,,,,,
2014-ausopen-1151,0:59:11,2,3,4,0,8,0,93,2,1,184,,40,15,,,42,51,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21010,114,0,0,1,,,,,,,,,
2014-ausopen-1151,0:59:56,2,4,4,0,8,1,94,1,1,172,,0,0,,,43,51,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,13000,106,0,0,2,,,,,,,,,
2014-ausopen-1151,1:00:42,2,4,4,0,9,0,95,1,2,0,,15,0,,,44,51,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,25000,0,0,0,2,,,,,,,,,
2014-ausopen-1151,1:01:05,2,4,4,0,9,0,96,2,2,170,,15,15,,,44,52,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,,,,,,,,,,,21010,105,0,0,2,,,,,,,,,
2014-ausopen-1151,1:01:26,2,4,4,0,9,0,97,1,2,0,,30,15,,,45,52,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,21020,0,0,0,2,,,,,,,,,
2014-ausopen-1151,1:01:54,2,4,4,0,9,0,98,2,2,191,,30,30,,,45,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11030,118,0,0,2,,,,,,,,,
2014-ausopen-1151,1:02:11,2,4,4,0,9,0,99,2,2,154,,30,40,,,45,54,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11020,95,0,0,2,,,,,,,,,
2014-ausopen-1151,1:02:37,2,4,5,0,9,2,100,2,2,179,,0,0,,,45,55,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12022,111,0,0,1,,,,,,,,,
2014-ausopen-1151,1:04:56,2,4,5,0,10,0,101,1,1,192,,15,0,,,46,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,22030,119,0,0,1,,,,,,,,,
2014-ausopen-1151,1:05:11,2,4,5,0,10,0,102,1,1,146,,30,0,,,47,55,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,22030,90,0,0,1,,,,,,,,,
2014-ausopen-1151,1:05:52,2,4,5,0,10,0,103,1,1,173,,40,0,,,48,55,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,12410,107,0,0,1,,,,,,,,,
2014-ausopen-1151,1:06:16,2,5,5,0,10,1,104,1,1,185,,0,0,,,49,55,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,13000,115,0,0,2,,,,,,,,,
2014-ausopen-1151,1:06:53,2,5,5,0,11,0,105,2,2,0,,0,15,,,49,56,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,22010,0,0,0,2,,,,,,,,,
